audio_path,current_text,corrected_text,session_id,entry_id,start,end
audio/0011_2026-02-13_213155_63d8f7e2_2511p50-2515p76.wav,面隔いるのかなっていう感じですかね 現場の,面隔いるのかなっていう感じですかね 現場の,2026-02-13_213155,63d8f7e2,2511.500,2515.756
audio/0012_2026-02-13_213155_16a2b136_3287p41-3293p74.wav,どんどん見せていくとこういうのできるんだっていう発想の幅が広がって それがかなり短縮されるような気が,どんどん見せていくとこういうのできるんだっていう発想の幅が広がって それがかなり短縮されるような気が,2026-02-13_213155,16a2b136,3287.406,3293.742
audio/0013_2026-02-13_213155_9937507c_831p69-839p27.wav,結構うよ曲折あってグネグネやるから多分無駄に多くかかっちゃってるんだなっていう,結構うよ曲折あってグネグネやるから多分無駄に多くかかっちゃってるんだなっていう,2026-02-13_213155,9937507c,831.687,839.271
audio/0014_2026-02-13_213155_9e344a8d_2884p89-2888p35.wav,丸もさんに録音してもらうっていうのが,丸もさんに録音してもらうっていうのが,2026-02-13_213155,9e344a8d,2884.891,2888.347
audio/0015_2026-02-13_213155_4c56fe5b_1246p73-1251p98.wav,Const的な図面,Const的な図面,2026-02-13_213155,4c56fe5b,1246.734,1251.982
audio/0016_2026-02-13_213155_7fc14e5c_4039p56-4044p94.wav,結果昼間 さっき今のゲージが100%になっていると一番嬉しいんですけど,結果昼間 さっき今のゲージが100%になっていると一番嬉しいんですけど,2026-02-13_213155,7fc14e5c,4039.562,4044.938
audio/0017_2026-02-13_213155_c71ccd55_4419p75-4425p80.wav,どのリードかっていうのをIDに引っ張ってひも付けてみたいなとか,どのリードかっていうのをIDに引っ張ってひも付けてみたいなとか,2026-02-13_213155,c71ccd55,4419.750,4425.798
audio/0018_2026-02-13_213155_1ca35387_3421p17-3424p76.wav,どんどん巻き取っていけるんじゃないかっていう世界観って,どんどん巻き取っていけるんじゃないかっていう世界観って,2026-02-13_213155,1ca35387,3421.172,3424.756
audio/0019_2026-02-13_213155_3d391d17_1480p30-1484p17.wav,特にひろきさんとかだと難しいやでばっかりやってるし,特にひろきさんとかだと難しいやでばっかりやってるし,2026-02-13_213155,3d391d17,1480.296,1484.168
audio/0020_2026-02-13_213155_07f6348f_1221p03-1229p89.wav,SPPはっすね SPPはちょっと細かな爪でずっと苦しんでますからねあれは,SPPはっすね SPPはちょっと細かな爪でずっと苦しんでますからねあれは,2026-02-13_213155,07f6348f,1221.031,1229.895
audio/0021_2026-02-13_213155_ba5b1d53_2311p47-2316p53.wav,やっぱり衛星の調べるとドローンの方が現実的っていう回答がいつも書いてくる,やっぱり衛星の調べるとドローンの方が現実的っていう回答がいつも書いてくる,2026-02-13_213155,ba5b1d53,2311.469,2316.525
audio/0022_2026-02-13_213155_7ded8aa4_1179p75-1182p69.wav,平面側を直してまた勾配かけるとか,平面側を直してまた勾配かけるとか,2026-02-13_213155,7ded8aa4,1179.750,1182.694
audio/0023_2026-02-13_213155_33da4afa_1939p30-1943p07.wav,なんていうんだっけキャンプファイヤーとかの,なんていうんだっけキャンプファイヤーとかの,2026-02-13_213155,33da4afa,1939.297,1943.073
audio/0024_2026-02-13_213155_2e386aa1_1102p86-1108p88.wav,高さ方向の寸法からやれの形を出したい,高さ方向の寸法からやれの形を出したい,2026-02-13_213155,2e386aa1,1102.860,1108.876
audio/0025_2026-02-13_213155_a1dd40a0_2985p50-2991p45.wav,でも録音データをゼミニに読み込ませて文字化っていうのもできるから,でも録音データをゼミニに読み込ませて文字化っていうのもできるから,2026-02-13_213155,a1dd40a0,2985.500,2991.452
audio/0026_2026-02-13_213155_95dfe0e0_3315p20-3317p60.wav,Constは,Constは,2026-02-13_213155,95dfe0e0,3315.203,3317.603
audio/0027_2026-02-13_213155_c19019f4_3483p70-3487p22.wav,これバリー出していきたいなって思ってますね,これバリー出していきたいなって思ってますね,2026-02-13_213155,c19019f4,3483.703,3487.223
audio/0028_2026-02-13_213155_44803e59_1215p44-1218p25.wav,なんかSPPごめんなさいみたいな,なんかSPPごめんなさいみたいな,2026-02-13_213155,44803e59,1215.438,1218.254
audio/0029_2026-02-13_213155_03ea2e25_2017p77-2022p05.wav,もっともっと自動化していきたいなと思って提案書作るとか,もっともっと自動化していきたいなと思って提案書作るとか,2026-02-13_213155,03ea2e25,2017.766,2022.054
audio/0030_2026-02-13_213155_f52dd114_4540p95-4544p73.wav,秒数というか1個なくなるっていう大きさ,秒数というか1個なくなるっていう大きさ,2026-02-13_213155,f52dd114,4540.954,4544.730
audio/0031_2026-02-13_213155_820a328d_3196p20-3198p67.wav,菊池さんが作って,菊池さんが作って,2026-02-13_213155,820a328d,3196.204,3198.668
audio/0032_2026-02-13_213155_1e4319ce_3368p72-3373p36.wav,見積もりシートもね AIのクラスとか多分いいよ,見積もりシートもね AIのクラスとか多分いいよ,2026-02-13_213155,1e4319ce,3368.719,3373.359
audio/0033_2026-02-13_213155_d24ed25c_1373p36-1378p58.wav,これを代理店とかコンテントが増えていったら,これを代理店とかコンテントが増えていったら,2026-02-13_213155,d24ed25c,1373.360,1378.576
audio/0034_2026-02-13_213155_3e1f4a98_1439p27-1443p20.wav,でもなんかもうでもSPPとかで,でもなんかもうでもSPPとかで,2026-02-13_213155,3e1f4a98,1439.266,1443.202
audio/0035_2026-02-13_213155_8005ba32_1418p73-1423p66.wav,Const的にはそこの長さはちゃんと,Const的にはそこの長さはちゃんと,2026-02-13_213155,8005ba32,1418.734,1423.662
audio/0036_2026-02-13_213155_ce40d61d_2052p45-2057p06.wav,これ自動化できるのかなっていう目で 最初に,これ自動化できるのかなっていう目で 最初に,2026-02-13_213155,ce40d61d,2052.453,2057.061
audio/0037_2026-02-13_213155_8320298c_2306p36-2311p25.wav,いうとこはまだまだちょっと難しいかなっていう,いうとこはまだまだちょっと難しいかなっていう,2026-02-13_213155,8320298c,2306.359,2311.255
audio/0038_2026-02-13_213155_e0c55d99_850p23-853p75.wav,遊びまでハードルが下がったっていう感じはあるよね,遊びまでハードルが下がったっていう感じはあるよね,2026-02-13_213155,e0c55d99,850.235,853.755
audio/0039_2026-02-13_213155_b5ffd112_2121p89-2125p83.wav,AIっていうことが伝わった時のアレーションが怖いかもね,AIっていうことが伝わった時のアレーションが怖いかもね,2026-02-13_213155,b5ffd112,2121.891,2125.827
audio/0040_2026-02-13_213155_b437dff4_3167p80-3170p04.wav,すごいなと個人的な思っているかな,すごいなと個人的な思っているかな,2026-02-13_213155,b437dff4,3167.797,3170.037
audio/0041_2026-02-13_213155_a696fd33_3161p42-3165p52.wav,現場側で細かい最適化できるっていうのが,現場側で細かい最適化できるっていうのが,2026-02-13_213155,a696fd33,3161.422,3165.518
audio/0042_2026-02-13_213155_bdde070d_2222p98-2225p03.wav,屋根工事の状況を,屋根工事の状況を,2026-02-13_213155,bdde070d,2222.985,2225.033
audio/0043_2026-02-13_213155_d634d345_2721p39-2723p41.wav,認定施行,認定施行,2026-02-13_213155,d634d345,2721.390,2723.406
audio/0044_2026-02-13_213155_edfecfee_3271p09-3275p19.wav,もうちょっと先かなっていう気がしましたねちょっと,もうちょっと先かなっていう気がしましたねちょっと,2026-02-13_213155,edfecfee,3271.093,3275.189
audio/0045_2026-02-13_213155_8a8cde43_520p81-527p50.wav,だから今の会社のモノクロームメンバー全員の声を覚えさせようと思って,だから今の会社のモノクロームメンバー全員の声を覚えさせようと思って,2026-02-13_213155,8a8cde43,520.812,527.500
audio/0046_2026-02-13_213155_75e6ba34_2602p80-2604p94.wav,連絡を返すっていう,連絡を返すっていう,2026-02-13_213155,75e6ba34,2602.796,2604.940
audio/0047_2026-02-13_213155_2d189bb3_2730p77-2740p72.wav,セコンド管理まで任せられるパートナーなのか 管理はこっちでやらなきゃいけない ただのベンダー候補なのか,セコンド管理まで任せられるパートナーなのか 管理はこっちでやらなきゃいけない ただのベンダー候補なのか,2026-02-13_213155,2d189bb3,2730.765,2740.717
audio/0048_2026-02-13_213155_133dcd00_2699p38-2701p68.wav,施工の,施工の,2026-02-13_213155,133dcd00,2699.375,2701.679
audio/0049_2026-02-13_213155_dfa1d5ae_1452p03-1457p47.wav,今テストでたまにひろきさんが触ってるかなくらいで,今テストでたまにひろきさんが触ってるかなくらいで,2026-02-13_213155,dfa1d5ae,1452.031,1457.471
audio/0050_2026-02-13_213155_7217fd11_1262p69-1264p83.wav,今挑戦しているのは,今挑戦しているのは,2026-02-13_213155,7217fd11,1262.688,1264.832
audio/0051_2026-02-13_213155_c9456755_3010p70-3013p42.wav,脳を解剖するっていうのがいるかもしれない,脳を解剖するっていうのがいるかもしれない,2026-02-13_213155,c9456755,3010.704,3013.424
audio/0052_2026-02-13_213155_351e1c4f_1448p02-1451p38.wav,SPPは全然浸透してないですよ,SPPは全然浸透してないですよ,2026-02-13_213155,351e1c4f,1448.015,1451.375
audio/0053_2026-02-13_213155_9c79346f_4148p12-4151p65.wav,こういうのあるんだっていうふつって,こういうのあるんだっていうふつって,2026-02-13_213155,9c79346f,4148.125,4151.645
audio/0054_2026-02-13_213155_651b1ee7_3541p02-3547p74.wav,数もかむしららにやっていくぞみたいなのに 燃えれるタイプの人たち,数もかむしららにやっていくぞみたいなのに 燃えれるタイプの人たち,2026-02-13_213155,651b1ee7,3541.016,3547.736
audio/0055_2026-02-13_213155_40f27291_4806p75-4809p37.wav,なんで弊社はフクラインを使っているんだ,なんで弊社はフクラインを使っているんだ,2026-02-13_213155,40f27291,4806.750,4809.374
audio/0056_2026-02-13_213155_51e487a6_959p75-969p48.wav,今は屋根測るやつをどこまで完成であげられるかみたいな,今は屋根測るやつをどこまで完成であげられるかみたいな,2026-02-13_213155,51e487a6,959.750,969.478
audio/0057_2026-02-13_213155_898b5b8f_1265p55-1268p81.wav,NFC図から玉井さんとか得意だけど,NFC図から玉井さんとか得意だけど,2026-02-13_213155,898b5b8f,1265.547,1268.811
audio/0058_2026-02-13_213155_5353b2f8_1113p75-1117p56.wav,立面の寸法を実質に変更する,立面の寸法を実質に変更する,2026-02-13_213155,5353b2f8,1113.750,1117.558
audio/0059_2026-02-13_213155_93cdd266_4187p12-4191p03.wav,NATNっていう自動化ツールがあって これはもう,NATNっていう自動化ツールがあって これはもう,2026-02-13_213155,93cdd266,4187.125,4191.029
audio/0060_2026-02-13_213155_18cdeacd_651p02-655p98.wav,固有名詞をあんまちゃんと出力してくれないなっていうのが,固有名詞をあんまちゃんと出力してくれないなっていうのが,2026-02-13_213155,18cdeacd,651.015,655.975
audio/0061_2026-02-13_213155_85ac32f9_3589p12-3591p43.wav,どれぐらい使っているか,どれぐらい使っているか,2026-02-13_213155,85ac32f9,3589.125,3591.429
audio/0062_2026-02-13_213155_fa7acf3c_9p42-12p81.wav,最近菊池さんは乗ってますか,最近菊池さんは乗ってますか,2026-02-13_213155,fa7acf3c,9.422,12.814
audio/0063_2026-02-13_213155_072db38b_37p52-41p61.wav,屋根測るやつとスラックの自動化と,屋根測るやつとスラックの自動化と,2026-02-13_213155,072db38b,37.516,41.612
audio/0064_2026-02-13_213155_2d973b1c_504p31-507p90.wav,できているといいなみたいな感じです,できているといいなみたいな感じです,2026-02-13_213155,2d973b1c,504.312,507.896
audio/0065_2026-02-13_213155_6a9d006a_4333p92-4337p60.wav,ワンボタンで動作させられるっていうのが,ワンボタンで動作させられるっていうのが,2026-02-13_213155,6a9d006a,4333.921,4337.601
audio/0066_2026-02-13_213155_069b3493_1468p14-1471p31.wav,複雑な屋根だとちょっと,複雑な屋根だとちょっと,2026-02-13_213155,069b3493,1468.140,1471.308
audio/0067_2026-02-13_213155_c748f0e2_2424p06-2428p35.wav,思い当たりますConstでこれ自動化したらいいのにとか,思い当たりますConstでこれ自動化したらいいのにとか,2026-02-13_213155,c748f0e2,2424.062,2428.350
audio/0068_2026-02-13_213155_ccf4bc38_4465p75-4469p69.wav,ジェミリーとチャットGPT両方やったけど多分チャットGPTの方が,ジェミリーとチャットGPT両方やったけど多分チャットGPTの方が,2026-02-13_213155,ccf4bc38,4465.750,4469.686
audio/0069_2026-02-13_213155_02fa0baa_571p12-574p10.wav,深いような気がしていて,深いような気がしていて,2026-02-13_213155,02fa0baa,571.125,574.101
audio/0070_2026-02-13_213155_3770954b_2654p83-2658p60.wav,ちょっと聞いてミーティングまで持っていくみたいな,ちょっと聞いてミーティングまで持っていくみたいな,2026-02-13_213155,3770954b,2654.828,2658.604
audio/0071_2026-02-13_213155_baaf57db_2690p61-2692p88.wav,板金屋さんに対して,板金屋さんに対して,2026-02-13_213155,baaf57db,2690.609,2692.881
audio/0072_2026-02-13_213155_1bcb5306_2082p78-2087p97.wav,施工現場レベルは難しいと思うけど,施工現場レベルは難しいと思うけど,2026-02-13_213155,1bcb5306,2082.782,2087.966
audio/0073_2026-02-13_213155_bbc4731f_1837p81-1841p36.wav,とりあえずウェブサイトを作ったっていう,とりあえずウェブサイトを作ったっていう,2026-02-13_213155,bbc4731f,1837.813,1841.365
audio/0074_2026-02-13_213155_ce0d88d7_995p14-998p66.wav,見積もりシートも使いたくないなと,見積もりシートも使いたくないなと,2026-02-13_213155,ce0d88d7,995.141,998.661
audio/0075_2026-02-13_213155_2623341f_1796p58-1800p29.wav,SPPなら時空聞こうかなと思って ちょっとむずすぎて,SPPなら時空聞こうかなと思って ちょっとむずすぎて,2026-02-13_213155,2623341f,1796.579,1800.291
audio/0076_2026-02-13_213155_82f363b2_3202p70-3205p01.wav,なんか楽なったっていうこう,なんか楽なったっていうこう,2026-02-13_213155,82f363b2,3202.704,3205.008
audio/0077_2026-02-13_213155_2c41c145_2962p61-2968p18.wav,電話はアクワポイしていいかなと思ってるんだけど 電話の録音は,電話はアクワポイしていいかなと思ってるんだけど 電話の録音は,2026-02-13_213155,2c41c145,2962.610,2968.178
audio/0078_2026-02-13_213155_dbec2e80_3503p42-3506p65.wav,スペース頑張って自動化しようとしてるっていうのもやっぱ大きい,スペース頑張って自動化しようとしてるっていうのもやっぱ大きい,2026-02-13_213155,dbec2e80,3503.422,3506.654
audio/0079_2026-02-13_213155_f0c3838d_1911p02-1913p42.wav,ロードコードの印象を作っているんで,ロードコードの印象を作っているんで,2026-02-13_213155,f0c3838d,1911.016,1913.416
audio/0080_2026-02-13_213155_fe7c1b89_4p11-6p77.wav,やりやすくていいですけどね、いろいろ,やりやすくていいですけどね、いろいろ,2026-02-13_213155,fe7c1b89,4.110,6.766
audio/0081_2026-02-13_213155_6e10df5d_3577p02-3581p82.wav,どうだろうね、他がどれぐらいに使っているかは道数?,どうだろうね、他がどれぐらいに使っているかは道数?,2026-02-13_213155,6e10df5d,3577.016,3581.816
audio/0082_2026-02-13_213155_2d36554b_1031p55-1041p56.wav,弾は避けられないから 逆に人がやれの位置を指した時に 他のことは自動化してやるほうってな なんかSPP的な,弾は避けられないから 逆に人がやれの位置を指した時に 他のことは自動化してやるほうってな なんかSPP的な,2026-02-13_213155,2d36554b,1031.547,1041.563
audio/0083_2026-02-13_213155_9abbdc07_445p11-446p65.wav,っていうのはあるんだが,っていうのはあるんだが,2026-02-13_213155,9abbdc07,445.110,446.646
audio/0084_2026-02-13_213155_a1ebae8c_1513p95-1515p39.wav,すべていいぞ,すべていいぞ,2026-02-13_213155,a1ebae8c,1513.954,1515.394
audio/0085_2026-02-13_213155_caaa24ce_4372p83-4382p84.wav,壁を越えさえすればできるはずなんですけど ちょっとそれができねえかなっていうのが もっかこの2日ぐらいの悩み事です,壁を越えさえすればできるはずなんですけど ちょっとそれができねえかなっていうのが もっかこの2日ぐらいの悩み事です,2026-02-13_213155,caaa24ce,4372.828,4382.844
audio/0086_2026-02-13_213155_b72c3100_2396p67-2398p21.wav,なんか施工,なんか施工,2026-02-13_213155,b72c3100,2396.671,2398.207
audio/0087_2026-02-13_213155_a95b3a16_2662p27-2663p67.wav,っていうのを,っていうのを,2026-02-13_213155,a95b3a16,2662.265,2663.673
audio/0088_2026-02-13_213155_2a0f0fa9_1605p56-1607p16.wav,Devチームもこれ,Devチームもこれ,2026-02-13_213155,2a0f0fa9,1605.562,1607.162
audio/0089_2026-02-13_213155_f5a69c20_2585p17-2595p19.wav,繰り返し繰り返し最近で言うとできだなと思うがどうだろうっていうのがパートナー,繰り返し繰り返し最近で言うとできだなと思うがどうだろうっていうのがパートナー,2026-02-13_213155,f5a69c20,2585.171,2595.187
audio/0090_2026-02-13_213155_4cc653b8_2805p47-2807p39.wav,こう薄いからっていうのを,こう薄いからっていうのを,2026-02-13_213155,4cc653b8,2805.468,2807.388
audio/0091_2026-02-13_213155_2dbfce1a_1272p94-1274p44.wav,寸法を,寸法を,2026-02-13_213155,2dbfce1a,1272.938,1274.442
audio/0092_2026-02-13_213155_8ca79499_1725p77-1735p78.wav,お風呂入ってる時にこのやり方がいいんじゃないと思って浮かんで もう寝るつもりだったのにやるから また目が覚めちゃって どんどん寝不足になるっていうので 今めっちゃ寝不足,お風呂入ってる時にこのやり方がいいんじゃないと思って浮かんで もう寝るつもりだったのにやるから また目が覚めちゃって どんどん寝不足になるっていうので 今めっちゃ寝不足,2026-02-13_213155,8ca79499,1725.766,1735.782
audio/0093_2026-02-13_213155_cc72bcbd_3605p92-3607p20.wav,ジェミリーです,ジェミリーです,2026-02-13_213155,cc72bcbd,3605.922,3607.202
audio/0094_2026-02-13_213155_1f72c171_1359p70-1360p98.wav,っていうのが,っていうのが,2026-02-13_213155,1f72c171,1359.704,1360.984
audio/0095_2026-02-13_213155_968610c4_1845p33-1848p14.wav,これこの工事プロの人なんだけど,これこの工事プロの人なんだけど,2026-02-13_213155,968610c4,1845.329,1848.145
audio/0096_2026-02-13_213155_86e6a855_980p23-985p51.wav,昨日コソ連の時にちら見せしてくれてたやつですよね,昨日コソ連の時にちら見せしてくれてたやつですよね,2026-02-13_213155,86e6a855,980.234,985.514
audio/0097_2026-02-13_213155_9e75c5fe_314p52-316p85.wav,みたいな感じで結構,みたいな感じで結構,2026-02-13_213155,9e75c5fe,314.515,316.851
audio/0098_2026-02-13_213155_b4e04b76_346p41-348p49.wav,まま使えないかもだけど,まま使えないかもだけど,2026-02-13_213155,b4e04b76,346.406,348.486
audio/0099_2026-02-13_213155_512a2a0d_738p55-740p82.wav,タイワースチックみたいなのは入るけど,タイワースチックみたいなのは入るけど,2026-02-13_213155,512a2a0d,738.547,740.819
audio/0100_2026-02-13_213155_0f628c39_3770p12-3774p38.wav,アルモスさんは早くアクアボイスを,アルモスさんは早くアクアボイスを,2026-02-13_213155,0f628c39,3770.125,3774.381
audio/0101_2026-02-13_213155_ada93d44_2324p47-2327p60.wav,ラジコン感覚でやってもらってってことですか,ラジコン感覚でやってもらってってことですか,2026-02-13_213155,ada93d44,2324.468,2327.604
audio/0102_2026-02-13_213155_b5aca072_1584p25-1586p71.wav,ちゃんと使えるソフトを作らないと,ちゃんと使えるソフトを作らないと,2026-02-13_213155,b5aca072,1584.250,1586.714
audio/0103_2026-02-13_213155_4de2499d_1952p05-1954p25.wav,分かりますよ,分かりますよ,2026-02-13_213155,4de2499d,1952.046,1954.254
audio/0104_2026-02-13_213155_b60dfbef_2717p81-2719p92.wav,アイリテン,アイリテン,2026-02-13_213155,b60dfbef,2717.812,2719.924
audio/0105_2026-02-13_213155_9512dde8_3335p20-3338p88.wav,ストーカーでしたい,ストーカーでしたい,2026-02-13_213155,9512dde8,3335.203,3338.883
audio/0106_2026-02-13_213155_17c19e54_3183p48-3186p43.wav,自動可能に,自動可能に,2026-02-13_213155,17c19e54,3183.484,3186.428
audio/0107_2026-02-13_213155_ed7f0de5_2168p58-2172p58.wav,いうタイミング メールとか返してくないじゃないですか,いうタイミング メールとか返してくないじゃないですか,2026-02-13_213155,ed7f0de5,2168.579,2172.579
audio/0108_2026-02-13_213155_7eb50786_3991p94-3998p59.wav,自分で判断して動けたら複数のエージェントで会話させるみたいな よく僕も分かんないけど,自分で判断して動けたら複数のエージェントで会話させるみたいな よく僕も分かんないけど,2026-02-13_213155,7eb50786,3991.938,3998.594
audio/0109_2026-02-13_213155_66678436_96p81-99p44.wav,オールハンズで紹介したんですけど,オールハンズで紹介したんですけど,2026-02-13_213155,66678436,96.813,99.437
audio/0110_2026-02-13_213155_8ac17688_3276p80-3279p13.wav,やっぱ,やっぱ,2026-02-13_213155,8ac17688,3276.796,3279.132
audio/0111_2026-02-13_213155_8c7059f7_683p83-688p85.wav,面白い 自称トラック よね なんか今,面白い 自称トラック よね なんか今,2026-02-13_213155,8c7059f7,683.829,688.853
audio/0112_2026-02-13_213155_d96233c8_755p64-759p26.wav,それはマックスになってからなったことはない,それはマックスになってからなったことはない,2026-02-13_213155,d96233c8,755.641,759.257
audio/0113_2026-02-13_213155_c8d182de_1285p66-1290p68.wav,このボタンを押したら,このボタンを押したら,2026-02-13_213155,c8d182de,1285.657,1290.681
audio/0114_2026-02-13_213155_d0ec0638_3326p41-3328p87.wav,リモート業務でいうと,リモート業務でいうと,2026-02-13_213155,d0ec0638,3326.407,3328.871
audio/0115_2026-02-13_213155_c1a78883_1903p56-1906p12.wav,でで,でで,2026-02-13_213155,c1a78883,1903.563,1906.123
audio/0116_2026-02-13_213155_4097b197_3719p83-3725p17.wav,自動変身と勘違いされないように 逆に送信を約して,自動変身と勘違いされないように 逆に送信を約して,2026-02-13_213155,4097b197,3719.829,3725.173
audio/0117_2026-02-13_213155_bdf5d5a2_1323p56-1327p82.wav,このCがこのFとマッチする,このCがこのFとマッチする,2026-02-13_213155,bdf5d5a2,1323.563,1327.819
audio/0118_2026-02-13_213155_2b7ce665_1973p06-1978p15.wav,こんなFAQとかも勝手に考えて,こんなFAQとかも勝手に考えて,2026-02-13_213155,2b7ce665,1973.063,1978.151
audio/0119_2026-02-13_213155_b4fc90a8_804p33-807p66.wav,こういうのも,こういうのも,2026-02-13_213155,b4fc90a8,804.328,807.656
audio/0120_2026-02-13_213155_47c11b4c_1545p36-1548p56.wav,ちゃんとねシフトをしたら,ちゃんとねシフトをしたら,2026-02-13_213155,47c11b4c,1545.360,1548.560
audio/0121_2026-02-13_213155_5678a542_732p05-738p54.wav,100になってからは頭打ちしたことない なんかちょっと使用変わって,100になってからは頭打ちしたことない なんかちょっと使用変わって,2026-02-13_213155,5678a542,732.047,738.543
audio/0122_2026-02-13_213155_43a3ec52_2486p48-2489p01.wav,いいねいいね,いいねいいね,2026-02-13_213155,43a3ec52,2486.485,2489.013
audio/0123_2026-02-13_213155_4e430df4_1587p38-1592p43.wav,逆にこっちである程度作れちゃうんだから,逆にこっちである程度作れちゃうんだから,2026-02-13_213155,4e430df4,1587.375,1592.431
audio/0124_2026-02-13_213155_afd4c2cf_3441p81-3446p87.wav,目に見える人件費が削れるのが 毛靴はここ自動化して巻き取ったから,目に見える人件費が削れるのが 毛靴はここ自動化して巻き取ったから,2026-02-13_213155,afd4c2cf,3441.813,3446.869
audio/0125_2026-02-13_213155_134fe81a_3704p33-3707p14.wav,なんかもう本当10秒で,なんかもう本当10秒で,2026-02-13_213155,134fe81a,3704.329,3707.145
audio/0126_2026-02-13_213155_abaa8bfc_2253p62-2260p09.wav,1回写真1000円ぐらい,1回写真1000円ぐらい,2026-02-13_213155,abaa8bfc,2253.625,2260.089
audio/0127_2026-02-13_213155_1521ff32_1412p33-1414p63.wav,ちょっと,ちょっと,2026-02-13_213155,1521ff32,1412.328,1414.632
audio/0128_2026-02-13_213155_ea2bd92f_1058p23-1061p02.wav,パネルも設置できて,パネルも設置できて,2026-02-13_213155,ea2bd92f,1058.235,1061.019
audio/0129_2026-02-13_213155_8e4b0626_4814p95-4817p45.wav,この子の方があなた,この子の方があなた,2026-02-13_213155,8e4b0626,4814.953,4817.449
audio/0130_2026-02-13_213155_e1c47aa3_2632p58-2636p83.wav,繰り返してパッと出てくるのこれなんですけど,繰り返してパッと出てくるのこれなんですけど,2026-02-13_213155,e1c47aa3,2632.578,2636.834
audio/0131_2026-02-13_213155_98c18165_1361p84-1365p11.wav,なんせ,なんせ,2026-02-13_213155,98c18165,1361.844,1365.108
audio/0132_2026-02-13_213155_32f27fde_657p42-660p65.wav,なんかそれなんか分かる,なんかそれなんか分かる,2026-02-13_213155,32f27fde,657.421,660.653
audio/0133_2026-02-13_213155_22a2679f_3856p58-3858p91.wav,ねえ,ねえ,2026-02-13_213155,22a2679f,3856.579,3858.915
audio/0134_2026-02-13_213155_96be81b5_4226p53-4228p77.wav,おそらクノスタンプを判断して,おそらクノスタンプを判断して,2026-02-13_213155,96be81b5,4226.532,4228.772
audio/0135_2026-02-13_213155_0f5ce4af_4265p94-4269p84.wav,何も該当しなかったらこれ止まるし,何も該当しなかったらこれ止まるし,2026-02-13_213155,0f5ce4af,4265.938,4269.842
audio/0136_2026-02-13_213155_6a77ff86_3405p91-3408p12.wav,うまよくないね,うまよくないね,2026-02-13_213155,6a77ff86,3405.907,3408.115
audio/0137_2026-02-13_213155_819ba14d_3084p28-3087p48.wav,めちゃくちゃ大事ですからね,めちゃくちゃ大事ですからね,2026-02-13_213155,819ba14d,3084.281,3087.481
audio/0138_2026-02-13_213155_86c2a105_393p02-396p70.wav,どっちもですね ワクワボイスみたいに,どっちもですね ワクワボイスみたいに,2026-02-13_213155,86c2a105,393.015,396.695
audio/0139_2026-02-13_213155_7da7cfae_3425p92-3428p39.wav,それって結構,それって結構,2026-02-13_213155,7da7cfae,3425.922,3428.386
audio/0140_2026-02-13_213155_69094c44_2413p48-2416p40.wav,我々ができる範囲,我々ができる範囲,2026-02-13_213155,69094c44,2413.484,2416.396
